Kigezruk Creek|stream|SRID=4269;POINT(-167.74056 65.50889)
Middle Island|island|SRID=4269;POINT(-132.84806 55.23361)
Middle Island|island|SRID=4269;POINT(-133.53861 56.17111)
Middle Island|island|SRID=4269;POINT(-135.45028 57.10194)
Middle Island|island|SRID=4269;POINT(-136.32222 57.78222)
Middle Islands|island|SRID=4269;POINT(-132.95583 56.18389)
Middle Lake|lake|SRID=4269;POINT(-145.47111 60.53193)
Middle Mountain|summit|SRID=4269;POINT(-131.405 55.15972)
Middle Mountain|summit|SRID=4269;POINT(-134.26861 57.45472)
Middle Point|cape|SRID=4269;POINT(-132.85444 54.87611)
Middle Point|cape|SRID=4269;POINT(-135.57056 57.43917)
Middle Point|cape|SRID=4269;POINT(-147 60.34444)
Middle Rock|bar|SRID=4269;POINT(-135.45083 56.84861)
Middle Tebay Lake|lake|SRID=4269;POINT(-144.31974 61.19074)
Mount Middleton|summit|SRID=4269;POINT(-130.61655 56.26953)
Middy Point|cape|SRID=4269;POINT(-131.32667 55.16917)
Midway Island|island|SRID=4269;POINT(-133.09611 55.25444)
Midway Island|island|SRID=4269;POINT(-134.86806 56.32778)
Midway Islands|island|SRID=4269;POINT(-134.08806 57.30639)
Midway Islands|island|SRID=4269;POINT(-133.81472 57.8375)
Midway Point|cape|SRID=4269;POINT(-133.87611 57.73361)
Midway Rock|bar|SRID=4269;POINT(-132.96361 56.53056)
Midway Rock|bar|SRID=4269;POINT(-135.60583 57.41528)
Mielkoi Cove|bay|SRID=4269;POINT(-135.37472 56.96)
Mike Point|cape|SRID=4269;POINT(-131.8825 55.6225)
Miles Glacier|glacier|SRID=4269;POINT(-144.11889 60.62139)
Miles Lake|lake|SRID=4269;POINT(-144.6556 60.67734)
Mill Creek|stream|SRID=4269;POINT(-132.20833 56.45889)
Millar Rocks|area|SRID=4269;POINT(-133.26278 55.19833)
Millard Creek|stream|SRID=4269;POINT(-146.59278 60.925)
Millard Lake|lake|SRID=4269;POINT(-146.58005 60.90601)
Miller Creek|stream|SRID=4269;POINT(-139.11417 59.45056)
Miller Glacier|glacier|SRID=4269;POINT(-138.99083 59.53917)
Miller Lake|lake|SRID=4269;POINT(-132.2333 55.1435)
Miller Peak|summit|SRID=4269;POINT(-135.87667 58.71139)
Million Dollar Bridge|bridge|SRID=4269;POINT(-144.74389 60.67389)
Mills Bay|bay|SRID=4269;POINT(-132.48722 55.57861)
Mills Creek|stream|SRID=4269;POINT(-149.46972 60.67444)
Mills Island|island|SRID=4269;POINT(-135.565 57.18667)
Mine Mountain|summit|SRID=4269;POINT(-136.17944 57.8475)
Miner Cove|bay|SRID=4269;POINT(-134.63778 56.30889)
Mineral Hill|summit|SRID=4269;POINT(-130.05222 56.04583)
Mineral Mountain|summit|SRID=4269;POINT(-136.13278 57.93583)
Mineral Point|cape|SRID=4269;POINT(-133.5975 55.34639)
Minerva Mountain|summit|SRID=4269;POINT(-131.65417 55.37278)
Minett Island|island|SRID=4269;POINT(-135.29194 57.04194)
Mink Bay|bay|SRID=4269;POINT(-130.70389 55.05667)
Mink Creek|stream|SRID=4269;POINT(-133.39806 55.77194)
Mink Creek|stream|SRID=4269;POINT(-135.44222 59.26806)
Mink Island|island|SRID=4269;POINT(-148.24306 60.59028)
Mink Lake|lake|SRID=4269;POINT(-133.39749 55.76428)
Minnesota Ridge|ridge|SRID=4269;POINT(-136.25694 59.00694)
Minnie Andacher Homestead|locale|SRID=4269;POINT(-149.33111 60.30778)
Minnie Bay|bay|SRID=4269;POINT(-132.305 54.72361)
Minnie Reef|bar|SRID=4269;POINT(-136.16917 57.71806)
Minnie Cutoff|bay|SRID=4269;POINT(-132.30611 54.71667)
Minx Islands|island|SRID=4269;POINT(-131.26333 55.38583)
Mount Miramar|summit|SRID=4269;POINT(-133.60056 55.32278)
Mirror Harbor|bay|SRID=4269;POINT(-136.31611 57.79639)
Mirror Lake|lake|SRID=4269;POINT(-131.16391 55.50587)
Mirror Slough|gut|SRID=4269;POINT(-144.66 60.25806)
Misery Island|island|SRID=4269;POINT(-132.27722 55.75111)
Mission Cove|bay|SRID=4269;POINT(-132.80194 54.87306)
Missionary Range|range|SRID=4269;POINT(-133.2175 56.95778)
Mist Cove|bay|SRID=4269;POINT(-134.66611 56.52333)
Mist Island|island|SRID=4269;POINT(-133.84611 57.98833)
Mitchell Bay|bay|SRID=4269;POINT(-134.40306 57.54694)
Mitchell Bay Trail|trail|SRID=4269;POINT(-134.39361 57.59083)
Mitchell Point|cape|SRID=4269;POINT(-133.20222 56.45028)
Mitchell Rock|bar|SRID=4269;POINT(-135.33833 57.03944)
Mitchell Slough|gut|SRID=4269;POINT(-133.20667 56.73722)
Mitcher Creek|stream|SRID=4269;POINT(-144.40778 60.18944)
Mitkof Island|island|SRID=4269;POINT(-132.80917 56.59833)
Moira Rock|island|SRID=4269;POINT(-131.99667 55.08278)
Moira Sound|bay|SRID=4269;POINT(-132.07 55.03667)
Moke Rock|bar|SRID=4269;POINT(-133.57972 55.60806)
Mole Harbor|bay|SRID=4269;POINT(-134.06056 57.66528)
Mole River|stream|SRID=4269;POINT(-134.10222 57.64667)
Monie Lake|lake|SRID=4269;POINT(-132.17555 55.32309)
Montague Island|island|SRID=4269;POINT(-147.34111 60.10917)
Montague Peak|summit|SRID=4269;POINT(-147.01306 60.24861)
Montague Point|cape|SRID=4269;POINT(-147.08667 60.37417)
Montague Strait|channel|SRID=4269;POINT(-147.77139 60.01889)
Monte Carlo Island|island|SRID=4269;POINT(-133.76972 56.53083)
Montgomery Bay|bay|SRID=4269;POINT(-148.01417 59.98)
Monti Bay|bay|SRID=4269;POINT(-139.78972 59.55361)
Monument Creek|stream|SRID=4269;POINT(-132.39444 55.43667)
Monument Mountain|summit|SRID=4269;POINT(-144.01528 60.435)
Moonshine Creek|stream|SRID=4269;POINT(-132.70556 56.81389)
Moore Creek|stream|SRID=4269;POINT(-144.00083 60.42028)
Moore Mountains|range|SRID=4269;POINT(-135.38556 57.62222)
Mount Moore|summit|SRID=4269;POINT(-134.12833 58.80778)
Moose Creek|stream|SRID=4269;POINT(-133.84111 58.52833)
Moose Creek|stream|SRID=4269;POINT(-149.75472 60.30028)
Moose Creek|stream|SRID=4269;POINT(-149.41917 60.5025)
Moose Creek|stream|SRID=4269;POINT(-149.72361 60.72472)
Moose Creek|stream|SRID=4269;POINT(-149.44917 60.73194)
Moose Creek|stream|SRID=4269;POINT(-149.125 60.56361)
Moose Pass|gap|SRID=4269;POINT(-149.47917 60.51639)
Moose Valley|valley|SRID=4269;POINT(-136.01472 59.42389)
Mop Point|cape|SRID=4269;POINT(-131.23889 55.38306)
Moira Island|island|SRID=4269;POINT(-132.00972 55.06528)
Moraine|locale|SRID=4269;POINT(-148.84972 60.78944)
Morne Island|island|SRID=4269;POINT(-135.32167 57.03694)
Morris Reef|bar|SRID=4269;POINT(-134.84389 57.47556)
Lake Morris|lake|SRID=4269;POINT(-136.28969 57.83132)
Morse Cove|bay|SRID=4269;POINT(-131.26556 54.91917)
Morse Glacier|glacier|SRID=4269;POINT(-136.29213 58.87046)
Morse Glacier|glacier|SRID=4269;POINT(-136.47778 59.15333)
Morse Peak|summit|SRID=4269;POINT(-134.03972 57.85444)
Morse Rock|bar|SRID=4269;POINT(-131.56778 55.15333)
Morskoi Rock|bar|SRID=4269;POINT(-135.8925 57.3425)
Moser Bay|bay|SRID=4269;POINT(-131.66333 55.5625)
Moser Creek|stream|SRID=4269;POINT(-139.10722 59.49528)
Moser Island|island|SRID=4269;POINT(-131.685 55.575)
Moser Island|island|SRID=4269;POINT(-135.65972 57.6775)
Mosman Inlet|bay|SRID=4269;POINT(-132.56639 56.10861)
Mosman Island|island|SRID=4269;POINT(-132.54583 56.06444)
Mosman Point|cape|SRID=4269;POINT(-132.54278 56.05528)
Mosquito Islands|island|SRID=4269;POINT(-133.97861 56.97083)
Mosquito Lake|lake|SRID=4269;POINT(-136.02367 59.46104)
Moss Island|island|SRID=4269;POINT(-133.30028 56.45972)
Moss Point|cape|SRID=4269;POINT(-131.56028 55.0225)
Moss Point|cape|SRID=4269;POINT(-132.04694 55.11889)
Moth Bay|bay|SRID=4269;POINT(-131.33583 55.27472)
Moth Point|cape|SRID=4269;POINT(-131.32389 55.26778)
Mother Goose Glacier|glacier|SRID=4269;POINT(-149.19315 60.34557)
Mound Hill|summit|SRID=4269;POINT(-131.23361 55.22972)
Mound Point|cape|SRID=4269;POINT(-132.57 55.57694)
Mount Edgecumbe|locale|SRID=4269;POINT(-135.35444 57.05111)
Mount Edgecumbe Trail|trail|SRID=4269;POINT(-135.66583 57.05306)
Point Halliday|cape|SRID=4269;POINT(-132.07306 55.08278)
Point Hamilton|cape|SRID=4269;POINT(-133.89278 56.90167)
Point Hanus|cape|SRID=4269;POINT(-134.98111 57.425)
Point Hardscrabble|cape|SRID=4269;POINT(-133.77806 55.98944)
Point Harrington|cape|SRID=4269;POINT(-132.72528 56.17)
Point Harris|cape|SRID=4269;POINT(-134.29722 56.28889)
Point Hayes|cape|SRID=4269;POINT(-134.84361 57.48278)
Point Helen|cape|SRID=4269;POINT(-147.76778 60.15361)
Point Hepburn|cape|SRID=4269;POINT(-134.75389 57.93889)
Point Hey|cape|SRID=4269;POINT(-144.36639 60.16944)
Point Higgins|cape|SRID=4269;POINT(-131.83111 55.45667)
Point Highfield|cape|SRID=4269;POINT(-132.385 56.48694)
Point Highland|cape|SRID=4269;POINT(-133.46083 57.15056)
Point Hobart|cape|SRID=4269;POINT(-133.47444 57.38028)
Hogan Point|cape|SRID=4269;POINT(-136.26111 57.69083)
Point Hope|cape|SRID=4269;POINT(-136.15667 57.66833)
Point Horn|cape|SRID=4269;POINT(-146.56167 60.33361)
Point Howard|cape|SRID=4269;POINT(-134.23361 56.06917)
Point Howe|cape|SRID=4269;POINT(-132.81611 56.49611)
Point Humbug|cape|SRID=4269;POINT(-132.985 56.61333)
Point Ildefonso|cape|SRID=4269;POINT(-133.26028 55.56917)
Point Incarnation|cape|SRID=4269;POINT(-133.62 55.55306)
Point Iphigenia|cape|SRID=4269;POINT(-133.14611 55.38111)
Point Isleta|cape|SRID=4269;POINT(-133.44333 55.2725)
Point Jansen|cape|SRID=4269;POINT(-132.11306 55.10444)
Point Kakul|cape|SRID=4269;POINT(-135.68917 57.36306)
Point Kennedy|cape|SRID=4269;POINT(-135.15833 57.44444)
Point Kruzof|cape|SRID=4269;POINT(-135.8425 57.33667)
Point Latouche|cape|SRID=4269;POINT(-139.62806 59.90333)
Point Lauder|cape|SRID=4269;POINT(-135.05778 56.53972)
Point Alava|cape|SRID=4269;POINT(-131.185 55.19361)
Point League|cape|SRID=4269;POINT(-133.6725 57.63)
Point Lees|cape|SRID=4269;POINT(-131.38722 55.965)
Point Leo|cape|SRID=4269;POINT(-135.84306 57.39139)
Point Lockwood|cape|SRID=4269;POINT(-132.96528 56.55694)
Point Lockwood Rock|island|SRID=4269;POINT(-132.96833 56.56639)
Point Lomas|cape|SRID=4269;POINT(-133.17667 55.37694)
Point Lookout|cape|SRID=4269;POINT(-134.335 56.83278)
Point Lookout|cape|SRID=4269;POINT(-133.67417 57.65139)
Point Louise|cape|SRID=4269;POINT(-130.86806 55.54333)
Point Lull|cape|SRID=4269;POINT(-134.81194 57.3)
Point Macartney|cape|SRID=4269;POINT(-134.04278 57.02444)
Point Madan|cape|SRID=4269;POINT(-132.16306 56.37889)
Point Manby|cape|SRID=4269;POINT(-140.30417 59.69556)
Point Mansfield|cape|SRID=4269;POINT(-130.67444 54.76333)
Point Marabilla|cape|SRID=4269;POINT(-133.53833 55.50667)
Point Maria|cape|SRID=4269;POINT(-133.48944 55.36778)
Point Marie|cape|SRID=4269;POINT(-135.56472 57.54806)
Point Marsh|cape|SRID=4269;POINT(-132.31611 54.71806)
Point Martin|cape|SRID=4269;POINT(-144.59139 60.18222)
Point Mary|cape|SRID=4269;POINT(-135.82472 57.17083)
Point McCartey|area|SRID=4269;POINT(-131.70778 55.11778)
Point McLeod|cape|SRID=4269;POINT(-136.10833 58.91444)
Point Miliflores|cape|SRID=4269;POINT(-133.25361 55.40972)
Point Miraballes|cape|SRID=4269;POINT(-133.08056 55.42889)
Point Moses|cape|SRID=4269;POINT(-135.06944 57.42111)
Point Munoz|cape|SRID=4269;POINT(-139.8025 59.58528)
Indiada Island|island|SRID=4269;POINT(-133.45389 55.27444)
Indian|populated place|SRID=4269;POINT(-149.51361 60.98722)
Indian Camp Creek|stream|SRID=4269;POINT(-139.60694 59.90611)
Indian Creek|stream|SRID=4269;POINT(-132.69139 55.45778)
Indian Creek|stream|SRID=4269;POINT(-132.97417 56.05194)
Indian Creek|stream|SRID=4269;POINT(-130.65611 55.99139)
Indian Creek|stream|SRID=4269;POINT(-146.62972 60.95361)
Indian Creek|stream|SRID=4269;POINT(-149.49972 60.98472)
Indian Point|cape|SRID=4269;POINT(-131.69833 55.61556)
Indian Point|cape|SRID=4269;POINT(-133.25167 56.74583)
Indian River|stream|SRID=4269;POINT(-135.31083 57.04528)
Indian River|stream|SRID=4269;POINT(-135.18222 57.77917)
Indian Rock|bar|SRID=4269;POINT(-135.39611 59.27361)
Indian Rock|island|SRID=4269;POINT(-134.34361 56.84306)
Indian Rock|island|SRID=4269;POINT(-131.33917 55.03194)
Indigo Lake|lake|SRID=4269;POINT(-135.06679 57.0134)
Ingot Island|island|SRID=4269;POINT(-147.62417 60.50639)
Ingraham Bay|bay|SRID=4269;POINT(-131.97972 54.97778)
Ingraham Point|cape|SRID=4269;POINT(-131.98444 54.98556)
Ingram Creek|stream|SRID=4269;POINT(-149.05306 60.84861)
Inlet Point|cape|SRID=4269;POINT(-131.54889 55.155)
Inlet Point|cape|SRID=4269;POINT(-132.98889 56.59417)
Inner Point|cape|SRID=4269;POINT(-135.56833 57.09444)
Inside Passage|channel|SRID=4269;POINT(-131.87028 55.43472)
Inspiration Mine|mine|SRID=4269;POINT(-135.16972 59.58583)
Institute Creek|stream|SRID=4269;POINT(-132.34389 56.41611)
Intun Cone|summit|SRID=4269;POINT(-132.01472 54.69222)
Intungidi Hill|summit|SRID=4269;POINT(-132.01639 54.695)
Iphigenia Bay|bay|SRID=4269;POINT(-133.89306 55.77694)
Irene Glacier|glacier|SRID=4269;POINT(-135.41361 59.57444)
Lake Irina|lake|SRID=4269;POINT(-135.13418 56.90007)
Iris Meadows|area|SRID=4269;POINT(-135.72111 57.18417)
Irish Cove|bay|SRID=4269;POINT(-146.44556 60.77222)
Irish Cove|bay|SRID=4269;POINT(-147.29111 60.88556)
Irish Creek|stream|SRID=4269;POINT(-133.69889 56.71861)
Irish Lakes|lake|SRID=4269;POINT(-133.53694 56.67722)
Iron Mask Mine|mine|SRID=4269;POINT(-149.56472 60.65778)
Iron Mountain|summit|SRID=4269;POINT(-135.83583 59.42528)
Iron Mountain|summit|SRID=4269;POINT(-147.64361 60.36)
Irvin Thompson Mountain|summit|SRID=4269;POINT(-131.78139 55.35222)
Lake Isabel|lake|SRID=4269;POINT(-132.54966 55.26187)
Isidor Hill|summit|SRID=4269;POINT(-133.59222 55.45472)
Island Bay|bay|SRID=4269;POINT(-132.86139 55.09361)
Island Cove|bay|SRID=4269;POINT(-135.87056 57.48444)
Island Creek|stream|SRID=4269;POINT(-149.63472 60.83222)
Island Lake|lake|SRID=4269;POINT(-133.41011 55.77235)
Island Lake|lake|SRID=4269;POINT(-134.70849 56.3744)
Island Lake|lake|SRID=4269;POINT(-145.48037 60.53037)
Island Point|cape|SRID=4269;POINT(-130.64528 54.73056)
Island Point|cape|SRID=4269;POINT(-131.955 54.80139)
Island Point|cape|SRID=4269;POINT(-132.16889 55.36889)
Island Point|cape|SRID=4269;POINT(-131.315 55.45583)
Island Point|cape|SRID=4269;POINT(-132.93139 56.66556)
Island Point|cape|SRID=4269;POINT(-135.61361 57.40222)
Island Point|cape|SRID=4269;POINT(-144.79528 60.98972)
Islas Bay|bay|SRID=4269;POINT(-136.37972 57.81917)
Isle Point|cape|SRID=4269;POINT(-132.47944 56.03389)
Islet Lake|lake|SRID=4269;POINT(-134.17633 57.65241)
Islet Passage|channel|SRID=4269;POINT(-135.34917 56.90167)
Italian Bay|bay|SRID=4269;POINT(-147.90167 60.22889)
Italio Lake|lake|SRID=4269;POINT(-138.89977 59.37449)
Italio River|stream|SRID=4269;POINT(-139.23917 59.32944)
Ittar Rock|bar|SRID=4269;POINT(-136.23167 57.65639)
Ives Lake|lake|SRID=4269;POINT(-132.47943 55.49334)
Ivy Ridge|ridge|SRID=4269;POINT(-133.98556 58.67667)
Iyoukeen Cove|bay|SRID=4269;POINT(-134.97778 57.88694)
Iyoukeen Peninsula|cape|SRID=4269;POINT(-134.96667 57.865)
Iyouktug Creek|stream|SRID=4269;POINT(-134.94139 57.97083)
Jacknife Islands|island|SRID=4269;POINT(-135.40056 56.79667)
Jackpot Bay|bay|SRID=4269;POINT(-148.22167 60.34778)
Jackpot Creek|stream|SRID=4269;POINT(-148.24333 60.36306)
Jackpot Island|island|SRID=4269;POINT(-148.19083 60.32028)
Jackpot Lakes|lake|SRID=4269;POINT(-148.23972 60.39722)
Jackson Cove|bay|SRID=4269;POINT(-147.21944 60.8775)
Jackson Creek|stream|SRID=4269;POINT(-144.8775 61.11444)
Jackson Hole|bay|SRID=4269;POINT(-147.21028 60.89667)
Jackson Island|island|SRID=4269;POINT(-132.72611 54.98472)
Jackson Passage|channel|SRID=4269;POINT(-132.74333 54.9875)
Jacob Rock|island|SRID=4269;POINT(-135.49583 56.78806)
Jacobs Mountain|summit|SRID=4269;POINT(-132.36139 55.56917)
Jadski Cove|bay|SRID=4269;POINT(-132.43306 56.02139)
Jamboree Bay|bay|SRID=4269;POINT(-135.17833 56.70139)
James Lake|lake|SRID=4269;POINT(-132.05243 55.14789)
Jamestown Bay|bay|SRID=4269;POINT(-135.29306 57.04444)
Jamestown Peak|summit|SRID=4269;POINT(-133.32694 57.17806)
Janesville Mountain|summit|SRID=4269;POINT(-131.50528 55.1625)
January Lake|lake|SRID=4269;POINT(-131.0696 55.60008)
Japonski Island|island|SRID=4269;POINT(-135.36 57.05222)
Jarvis Creek|stream|SRID=4269;POINT(-136.36556 59.44778)
Jarvis Glacier|glacier|SRID=4269;POINT(-136.44972 59.43306)
Jarvis Island|island|SRID=4269;POINT(-132.54917 55.50694)
Jaw Point|cape|SRID=4269;POINT(-134.25639 57.16639)
Jay Lake|lake|SRID=4269;POINT(-133.40659 55.7757)
Jeanie Cove|bay|SRID=4269;POINT(-147.5975 59.83972)
Jeanie Creek|stream|SRID=4269;POINT(-147.6125 59.85222)
Jeanie Peak|summit|SRID=4269;POINT(-147.84944 59.84556)
Jeanie Point|cape|SRID=4269;POINT(-147.53556 59.83556)
Jefferson Peak|summit|SRID=4269;POINT(-132.97917 57.10028)
Jenkins Peak|summit|SRID=4269;POINT(-132.80417 57.05611)
Jenkins Rock|bar|SRID=4269;POINT(-135.4175 59.18889)
Jenny Creek|stream|SRID=4269;POINT(-133.86556 56.93694)
Jenny Islands|island|SRID=4269;POINT(-147.69806 60.80444)
Jerry Harbor|bay|SRID=4269;POINT(-134.64389 56.48111)
Jessie Creek|stream|SRID=4269;POINT(-144.01528 60.20417)
Jetty Lake|lake|SRID=4269;POINT(-134.67161 56.30057)
Jewell Island|island|SRID=4269;POINT(-133.0275 56.60194)
Jims Cove|bay|SRID=4269;POINT(-134.73667 57.89472)
Jims Creek|stream|SRID=4269;POINT(-134.35639 57.57194)
Jims Lake|lake|SRID=4269;POINT(-134.26998 57.56817)
Joe Island|island|SRID=4269;POINT(-133.28639 55.35194)
Joe Island|island|SRID=4269;POINT(-131.71361 55.53333)
Joe Mace Island|island|SRID=4269;POINT(-133.63444 56.34861)
Joe Reeves Slough|gut|SRID=4269;POINT(-145.65611 60.47361)
John Bay|bay|SRID=4269;POINT(-134.67167 56.27889)
John Creek|stream|SRID=4269;POINT(-132.05139 55.1325)
John Glacier|glacier|SRID=4269;POINT(-137.17556 58.85472)
John Mountain|summit|SRID=4269;POINT(-131.57667 55.39778)
John Rock|island|SRID=4269;POINT(-135.46194 56.77167)
Mount John Jay|summit|SRID=4269;POINT(-130.42472 56.14194)
Johns Creek|stream|SRID=4269;POINT(-149.59222 60.55472)
Johns Hopkins Glacier|glacier|SRID=4269;POINT(-137.25028 58.80667)
Johns Hopkins Inlet|bay|SRID=4269;POINT(-137.04333 58.88972)
Johnson|locale|SRID=4269;POINT(-149.32333 60.53806)
Johnson Bay|bay|SRID=4269;POINT(-147.83417 60.34694)
Johnson Cove|bay|SRID=4269;POINT(-132.10583 54.98306)
Johnson Cove|bay|SRID=4269;POINT(-132.68639 56.09944)
Johnson Cove|bay|SRID=4269;POINT(-136.11361 58.60556)
Johnson Cove|bay|SRID=4269;POINT(-147.97472 60.06556)
Johnson Creek|stream|SRID=4269;POINT(-135.43806 59.26056)
Johnson Creek|stream|SRID=4269;POINT(-149.3125 60.54)
Johnson Creek|stream|SRID=4269;POINT(-149.76111 60.96444)
Johnson Creek|stream|SRID=4269;POINT(-134.99611 58.82444)
Johnson Creek|stream|SRID=4269;POINT(-133.88167 58.50639)
Johnson Creek Summit|gap|SRID=4269;POINT(-149.24444 60.61361)
Johnson Glacier|glacier|SRID=4269;POINT(-144.47528 60.51306)
Johnson Lake|lake|SRID=4269;POINT(-149.25294 60.60291)
Johnson Mine|mine|SRID=4269;POINT(-149.54944 60.62806)
Johnson Slough|gut|SRID=4269;POINT(-145.58167 60.45417)
Johnsons Slough|gut|SRID=4269;POINT(-139.55333 59.44222)
Johnstone Bay|bay|SRID=4269;POINT(-148.75556 59.94028)
Johnstone Passage|channel|SRID=4269;POINT(-139.71472 59.58944)
Johnstone Point|cape|SRID=4269;POINT(-146.61139 60.48361)
Jordan Lake|lake|SRID=4269;POINT(-131.55833 55.60044)
Lake Josephine|lake|SRID=4269;POINT(-132.57101 55.24382)
Judd Harbor|bay|SRID=4269;POINT(-131.27139 54.88278)
Judy Hill|summit|SRID=4269;POINT(-131.64611 55.29583)
Jug Island|island|SRID=4269;POINT(-135.43194 56.79194)
Julius Reef|bar|SRID=4269;POINT(-131.43194 54.96889)
July Fourth Mountain|summit|SRID=4269;POINT(-136.69917 58.63861)
Jumbo Basin|basin|SRID=4269;POINT(-132.62639 55.24444)
Jumbo Creek|stream|SRID=4269;POINT(-132.65167 55.24167)
Jumbo Island|island|SRID=4269;POINT(-132.66389 55.24528)
Mount Jumbo|summit|SRID=4269;POINT(-132.6125 55.25222)
Junction Island|island|SRID=4269;POINT(-136.31583 57.99667)
Junction Island|island|SRID=4269;POINT(-147.99472 60.39111)
Juncture Peak|summit|SRID=4269;POINT(-134.25611 58.60444)
Juneau Creek|stream|SRID=4269;POINT(-149.44722 60.67528)
Juneau Creek|stream|SRID=4269;POINT(-149.87639 60.48944)
Juneau Lake|lake|SRID=4269;POINT(-149.87646 60.57623)
Juno Mountain|summit|SRID=4269;POINT(-131.67167 55.38722)
Just Island|island|SRID=4269;POINT(-130.63 54.81111)
Justice Creek|stream|SRID=4269;POINT(-137.77583 58.71389)
Kadachan Glacier|glacier|SRID=4269;POINT(-137.10778 58.8925)
Kadake Bay|bay|SRID=4269;POINT(-133.98639 56.79611)
Kadake Creek|stream|SRID=4269;POINT(-133.98583 56.78417)
Kadashan Bay|bay|SRID=4269;POINT(-135.22444 57.71778)
Kadashan River|stream|SRID=4269;POINT(-135.22083 57.70278)
Kadin Island|island|SRID=4269;POINT(-132.4575 56.52889)
Kaguk Cove|bay|SRID=4269;POINT(-133.28806 55.745)
Kah Shakes Cove|bay|SRID=4269;POINT(-130.98139 55.04167)
Kah Shakes Lake|lake|SRID=4269;POINT(-130.93979 55.05581)
Kah Shakes Point|cape|SRID=4269;POINT(-130.98 55.06278)
Kah Sheets Bay|bay|SRID=4269;POINT(-133.10861 56.51639)
Kah Sheets Creek|stream|SRID=4269;POINT(-133.14028 56.53056)
Kah Sheets Island|island|SRID=4269;POINT(-133.09056 56.51722)
Kah Sheets Lake|lake|SRID=4269;POINT(-133.20063 56.56048)
Lake Kahuntla|lake|SRID=4269;POINT(-144.56333 60.185)
Kaigani Point|cape|SRID=4269;POINT(-132.65333 54.755)
Kaigani|locale|SRID=4269;POINT(-132.67639 54.67833)
Kaigani Strait|channel|SRID=4269;POINT(-132.78694 54.84861)
Kaikli Cove|bay|SRID=4269;POINT(-133.17806 55.88333)
Kaishi Point|cape|SRID=4269;POINT(-133.19722 55.86306)
Kaiuchali Island|island|SRID=4269;POINT(-135.56222 56.83306)
Kake|populated place|SRID=4269;POINT(-133.94722 56.97583)
Kake Cove|bay|SRID=4269;POINT(-148.03139 60.28056)
Kakovo Island|island|SRID=4269;POINT(-134.97528 56.61667)
Kakuhan Range|range|SRID=4269;POINT(-135.09417 58.92306)
Kakul Narrows|channel|SRID=4269;POINT(-135.6725 57.37833)
Kakul Rock|bar|SRID=4269;POINT(-135.69333 57.36167)
Kakwan Point|cape|SRID=4269;POINT(-132.21028 56.69722)
Kalhagu Cove|bay|SRID=4269;POINT(-135.35694 59.11083)
Kalinin Bay|bay|SRID=4269;POINT(-135.77944 57.32694)
Kalinin Point|cape|SRID=4269;POINT(-135.80056 57.33889)
Kame Stream|stream|SRID=4269;POINT(-139.99167 59.785)
Kamennoi Island|island|SRID=4269;POINT(-135.4082 56.9373)
Kamenoi Point|cape|SRID=4269;POINT(-135.56139 57.13389)
Kanagunut Island|island|SRID=4269;POINT(-130.71167 54.74056)
Kanak Island|island|SRID=4269;POINT(-144.35028 60.12833)
Kanalku Bay|bay|SRID=4269;POINT(-134.42778 57.50111)
Kanalku Lake|lake|SRID=4269;POINT(-134.35331 57.48702)
Kanalku Mountain|summit|SRID=4269;POINT(-134.3775 57.47333)
Kane Islands|island|SRID=4269;POINT(-135.66333 57.32306)
Kane Peak|summit|SRID=4269;POINT(-133.1175 56.98028)
Kanga Bay|bay|SRID=4269;POINT(-135.35444 56.89028)
Kanga Island|island|SRID=4269;POINT(-135.35778 56.89778)
Kapho Mountains|range|SRID=4269;POINT(-131.59639 56.24972)
Kardy Lake|lake|SRID=4269;POINT(-139.82929 59.53693)
Karheen (historical)|populated place|SRID=4269;POINT(-133.31111 55.81222)
Karheen Cove|bay|SRID=4269;POINT(-133.3125 55.81028)
Karheen Lakes|lake|SRID=4269;POINT(-133.29194 55.81389)
Karheen Passage|channel|SRID=4269;POINT(-133.30694 55.80278)
Karta Bay|bay|SRID=4269;POINT(-132.54139 55.57194)
Karta Lake|lake|SRID=4269;POINT(-132.62704 55.56017)
Karta River|stream|SRID=4269;POINT(-132.57306 55.56417)
Kasaan Bay|bay|SRID=4269;POINT(-132.31944 55.49722)
Kasaan Island|island|SRID=4269;POINT(-132.35222 55.4975)
Kasaan Mountain|summit|SRID=4269;POINT(-132.35806 55.54361)
Kasaan Peninsula|cape|SRID=4269;POINT(-132.345 55.55556)
Kasaan Point|cape|SRID=4269;POINT(-132.28278 55.44417)
Mount Kashagnak|summit|SRID=4269;POINT(-135.69333 59.3775)
Kashevarof Islands|island|SRID=4269;POINT(-132.89611 56.16)
Kashevarof Passage|channel|SRID=4269;POINT(-132.98861 56.12667)
Kashoto Glacier|glacier|SRID=4269;POINT(-137.00611 58.85861)
Kasiana Islands|island|SRID=4269;POINT(-135.40806 57.08167)
Kasidaya Creek|stream|SRID=4269;POINT(-135.33917 59.40528)
Kaskulu Point|cape|SRID=4269;POINT(-135.48167 59.23111)
Kasnyku Bay|bay|SRID=4269;POINT(-134.84944 57.21722)
Kasnyku Creek|stream|SRID=4269;POINT(-134.83194 57.19222)
Kasnyku Falls|falls|SRID=4269;POINT(-134.8325 57.19111)
Kasnyku Lake|lake|SRID=4269;POINT(-134.87093 57.17776)
